<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
STHH.US,D,20250613,000000,58.0322,58.72,58.0322,58.0322,371,0
STHH.US,D,20250616,000000,58.88,58.8996,58.88,58.8996,103,0
STHH.US,D,20250617,000000,57.88,57.88,57.6528,57.6528,113,0
STHH.US,D,20250618,000000,58.18,58.18,58.0081,58.0081,206,0
STHH.US,D,20250620,000000,58.2,58.2,57.0739,57.0739,501,0
STHH.US,D,20250623,000000,57.5,57.7254,57.5,57.7254,204,0
STHH.US,D,20250624,000000,59.18,59.7741,59.18,59.7741,225,0
STHH.US,D,20250625,000000,58.81,59.0099,58.81,59.0099,234,0
STHH.US,D,20250626,000000,59.28,59.28,59.14,59.2644,207,0
STHH.US,D,20250627,000000,59.26,59.26,59.11,59.1947,201,0
STHH.US,D,20250630,000000,59.61,59.61,59.5223,59.5223,204,0
STHH.US,D,20250701,000000,58.96,58.96,58.8022,58.8022,112,0
STHH.US,D,20250702,000000,61.83,61.97,61.83,61.9424,221,0
STHH.US,D,20250703,000000,63.28,63.28,63.1384,63.1384,177,0
STHH.US,D,20250708,000000,63.08,63.8649,63.08,63.8649,312,0
STHH.US,D,20250709,000000,62.74,62.7522,62.7,62.7522,224,0
STHH.US,D,20250711,000000,63.53,63.6189,63.53,63.6189,103,0
STHH.US,D,20250714,000000,62.85,62.85,62.73,62.7887,311,0
STHH.US,D,20250715,000000,63.09,63.09,62.6006,62.6006,222,0
STHH.US,D,20250716,000000,62.52,63.0766,62.52,63.0766,108,0
STHH.US,D,20250717,000000,63.69,63.7436,63.6899,63.7436,483,0
STHH.US,D,20250718,000000,64.33,64.4495,64.15,64.4495,225,0
STHH.US,D,20250721,000000,65.22,65.22,64.6553,64.6553,228,0
STHH.US,D,20250722,000000,65,65.4929,65,65.4929,203,0
STHH.US,D,20250723,000000,62.16,62.16,61.9968,61.9968,414,0
STHH.US,D,20250724,000000,51.58,52.6606,51.3,52.6606,2623,0
STHH.US,D,20250725,000000,51.85,51.85,51.16,51.7285,351,0
STHH.US,D,20250728,000000,52.89,53.0258,52.83,53.0258,1574,0
STHH.US,D,20250729,000000,53.53,53.53,53.0451,53.0451,102,0
STHH.US,D,20250730,000000,53.21,53.21,52.5686,52.5686,213,0
STHH.US,D,20250731,000000,51.85,52.06,51.4429,51.4429,431,0
STHH.US,D,20250801,000000,50.13,50.54,50.13,50.1771,471,0
STHH.US,D,20250804,000000,50.4,50.4,50.01,50.1368,2489,0
STHH.US,D,20250805,000000,50.18,50.26,49.8746,49.8746,445,0
STHH.US,D,20250806,000000,49.13,49.26,49.01,49.13,1205,0
STHH.US,D,20250807,000000,49.33,49.33,49.08,49.1683,615,0
STHH.US,D,20250808,000000,49.52,50.1,49.52,49.988,273,0
STHH.US,D,20250812,000000,50.03,51.9023,50.03,51.9023,348,0
STHH.US,D,20250813,000000,51.24,51.5534,51.24,51.5534,405,0
STHH.US,D,20250814,000000,51.09,51.33,51.09,51.33,323,0
STHH.US,D,20250815,000000,50.73,50.7664,50.73,50.7664,104,0
STHH.US,D,20250818,000000,50.82,51.4216,50.82,51.4216,448,0
STHH.US,D,20250819,000000,51.55,51.6701,51.3635,51.3635,402,0
STHH.US,D,20250820,000000,51.13,51.6047,50.53,51.6047,402,0
STHH.US,D,20250821,000000,51.7,51.7,51.46,51.5717,1023,0
STHH.US,D,20250822,000000,52.56,54.2393,52.56,54.2393,923,0
STHH.US,D,20250825,000000,54.16,54.4453,54.16,54.4453,443,0
STHH.US,D,20250826,000000,54,54.29,53.8833,53.8833,203,0
STHH.US,D,20250827,000000,53.65,54.0646,53.65,54.0646,265,0
STHH.US,D,20250828,000000,55.34,55.34,54.64,54.6411,635,0
STHH.US,D,20250829,000000,53.85,53.99,53.4119,53.4119,401,0
STHH.US,D,20250902,000000,51.55,52.1935,51.55,52.1935,315,0
STHH.US,D,20250903,000000,52.7,52.7,50.4,51.2061,721,0
STHH.US,D,20250904,000000,50.53,52.5843,50.53,52.5843,304,0
STHH.US,D,20250905,000000,53.01,53.27,52.9915,52.9915,204,0
STHH.US,D,20250908,000000,52.77,52.77,52.394,52.394,333,0
STHH.US,D,20250909,000000,51.59,51.59,51.3595,51.3595,302,0
STHH.US,D,20250910,000000,51.86,51.86,51.1,51.1414,660,0
STHH.US,D,20250911,000000,51.76,51.76,51.49,51.6531,405,0
STHH.US,D,20250912,000000,51.4,51.43,51.2605,51.2605,200,0
STHH.US,D,20250915,000000,53.3,53.3,53.0732,53.0732,202,0
STHH.US,D,20250916,000000,52.84,53.2236,52.84,53.2236,104,0
STHH.US,D,20250917,000000,53.18,53.3169,53.18,53.3169,101,0
STHH.US,D,20250918,000000,55.5,55.7691,55.5,55.7691,350,0
STHH.US,D,20250919,000000,54.35,54.8401,54.35,54.8401,147,0
STHH.US,D,20250922,000000,55.55,56.27,55.55,56.0972,306,0
STHH.US,D,20250923,000000,57,57.23,56.356,56.356,458,0
STHH.US,D,20250924,000000,56.78,57.65,56.78,57.4519,631,0
STHH.US,D,20250925,000000,56.3,56.4419,56.3,56.4419,108,0
STHH.US,D,20250926,000000,54.82,55.5558,54.82,55.5558,247,0
STHH.US,D,20250929,000000,55.68,55.88,55.656,55.656,519,0
STHH.US,D,20250930,000000,55.5,55.9504,55.3,55.9504,205,0
STHH.US,D,20251001,000000,56.04,56.1948,55.9,56.1948,410,0
STHH.US,D,20251002,000000,57.69,57.6901,57.3467,57.3467,316,0
STHH.US,D,20251003,000000,57.18,57.18,57.0467,57.0467,151,0
STHH.US,D,20251006,000000,57.94,57.94,57.4757,57.4757,335,0
STHH.US,D,20251007,000000,57.33,57.33,56.2072,56.2072,275,0
STHH.US,D,20251008,000000,56.41,57.7628,56.41,57.7628,317,0
STHH.US,D,20251009,000000,57.51,57.7134,57.4,57.7134,202,0
STHH.US,D,20251010,000000,57.6,57.6,54.4663,54.4663,111,0
STHH.US,D,20251013,000000,56.91,57.823,56.91,57.823,304,0
STHH.US,D,20251015,000000,57.39,57.7766,57.16,57.7766,316,0
STHH.US,D,20251016,000000,58.28,58.3156,58.28,58.3156,103,0
STHH.US,D,20251017,000000,57.51,58.2783,57.51,58.2783,111,0
STHH.US,D,20251020,000000,59.56,60.362,59.56,60.362,221,0
STHH.US,D,20251021,000000,61.1,61.2564,61.1,61.2564,263,0
STHH.US,D,20251022,000000,59.84,59.84,58.3091,58.3091,369,0
STHH.US,D,20251023,000000,52.01,52.06,51.0101,51.0101,2400,0
STHH.US,D,20251024,000000,51.14,51.14,50.0219,50.0219,273,0
STHH.US,D,20251027,000000,50.425,51.0718,50.425,51.0718,454,0
STHH.US,D,20251028,000000,50.64,50.64,50.5304,50.5304,201,0
STHH.US,D,20251029,000000,50.83,50.83,49.6896,49.6896,1114,0
STHH.US,D,20251030,000000,49.85,49.88,49.4789,49.4789,204,0
STHH.US,D,20251031,000000,49.76,50.01,49.5998,49.5998,225,0
STHH.US,D,20251103,000000,49.95,49.95,49.41,49.5641,404,0
STHH.US,D,20251104,000000,48.83,48.83,47.76,47.79,1609,0
STHH.US,D,20251105,000000,48.23,49.12,48.23,48.91,2156,0
STHH.US,D,20251106,000000,48.67,48.67,47.9198,47.9198,325,0
STHH.US,D,20251107,000000,47.25,47.64,47.25,47.64,1126,0
STHH.US,D,20251110,000000,47.72,48.185,47.57,48.185,304,0
STHH.US,D,20251111,000000,48.19,48.19,47.8668,47.8668,315,0
STHH.US,D,20251112,000000,48.82,48.82,48.4607,48.4607,136,0
STHH.US,D,20251113,000000,48.17,48.17,47.816,47.816,217,0
STHH.US,D,20251114,000000,46.78,47.23,46.78,47.0391,644,0
STHH.US,D,20251117,000000,46.75,46.75,46.0075,46.0075,217,0
STHH.US,D,20251118,000000,44.87,45.3262,44.87,45.3262,235,0
STHH.US,D,20251119,000000,45.38,45.5772,45.28,45.5772,201,0
STHH.US,D,20251120,000000,43.56,44.68,43.2989,43.2989,330,0
STHH.US,D,20251121,000000,45.17,45.17,44.791,44.791,205,0
STHH.US,D,20251124,000000,44.65,45.1039,44.6499,45.1039,582,0
STHH.US,D,20251125,000000,45.05,45.5837,45.05,45.5837,434,0
STHH.US,D,20251126,000000,45.97,46.03,45.9567,45.9567,316,0
STHH.US,D,20251128,000000,46.14,46.4369,46.14,46.4369,123,0
STHH.US,D,20251201,000000,46.78,46.8482,46.75,46.8482,232,0
STHH.US,D,20251203,000000,51,51.6617,51,51.6617,379,0
STHH.US,D,20251204,000000,51.44,51.5303,51.44,51.5303,309,0
STHH.US,D,20251208,000000,52.14,52.2,52.056,52.056,498,0
STHH.US,D,20251209,000000,52.24,52.24,52.2082,52.2082,365,0
STHH.US,D,20251210,000000,52.35,52.6779,52.2,52.6779,290,0
STHH.US,D,20251211,000000,51.72,52.2662,51.72,52.2662,1276,0
STHH.US,D,20251212,000000,52.47,52.47,51.8137,51.8137,207,0
STHH.US,D,20251215,000000,52.69,52.7369,52.63,52.7369,212,0
STHH.US,D,20251216,000000,51.76,51.76,51.607,51.607,191,0
STHH.US,D,20251217,000000,52.02,52.02,50.7541,50.7541,254,0
STHH.US,D,20251218,000000,51.36,51.36,51.2723,51.2723,256,0
STHH.US,D,20251219,000000,52,52,51.46,51.46,346,0
STHH.US,D,20251223,000000,51.8,51.8,51.5962,51.5962,132,0
STHH.US,D,20251224,000000,51.7,51.7334,51.6,51.7334,217,0
STHH.US,D,20251229,000000,52.05,52.05,51.6064,51.6064,344,0
STHH.US,D,20251230,000000,52.01,52.25,51.8137,51.8137,210,0
STHH.US,D,20251231,000000,51.98,51.98,51.4802,51.4802,282,0
STHH.US,D,20260102,000000,54.84,54.9,54.3599,54.4603,5464,0
STHH.US,D,20260105,000000,54.98,55.23,54.469,54.469,523,0
STHH.US,D,20260106,000000,56.95,58.509,56.95,58.509,328,0
STHH.US,D,20260107,000000,57.29,57.5519,57.145,57.5519,445,0
STHH.US,D,20260108,000000,56.29,56.47,56.0065,56.0065,724,0
STHH.US,D,20260109,000000,57.43,57.73,57.43,57.73,678,0
STHH.US,D,20260112,000000,57.03,57.03,56.56,56.652,250,0
STHH.US,D,20260113,000000,57.34,57.475,56.8772,56.8772,220,0
STHH.US,D,20260114,000000,56.39,56.39,55.7733,55.7733,241,0
STHH.US,D,20260116,000000,56.7,56.7,56.3593,56.3593,216,0
STHH.US,D,20260120,000000,54.03,54.54,53.71,54.0278,1206,0
STHH.US,D,20260121,000000,55.84,56.9142,55.01,56.9142,832,0
STHH.US,D,20260122,000000,58.13,58.13,57.52,57.52,701,0
STHH.US,D,20260123,000000,57.84,57.84,56.93,57.1582,263,0
STHH.US,D,20260126,000000,56.25,56.25,55.99,56.0709,386,0
STHH.US,D,20260127,000000,56.83,56.9,56.804,56.804,364,0
STHH.US,D,20260128,000000,57.73,59.0861,57.73,59.0861,488,0
STHH.US,D,20260129,000000,54.87,55.623,54.87,55.623,472,0
STHH.US,D,20260130,000000,55.97,56.428,54.9184,54.9184,212,0
STHH.US,D,20260202,000000,56.74,56.8405,56.7,56.8405,579,0
STHH.US,D,20260203,000000,55.45,55.45,54.1,54.8933,560,0
STHH.US,D,20260204,000000,56.9,58.4,56.55,57.9476,688,0
STHH.US,D,20260205,000000,57.52,57.52,57.24,57.3461,385,0
STHH.US,D,20260206,000000,58.03,58.9658,58.03,58.9658,544,0
STHH.US,D,20260209,000000,63.11,64.2,62.86,63.7479,1467,0
STHH.US,D,20260210,000000,65.16,66.3,64.88,65.5214,2565,0
STHH.US,D,20260211,000000,66.73,68.6654,66.73,68.6654,483,0
STHH.US,D,20260212,000000,68,68.248,66.1384,66.1384,282,0
STHH.US,D,20260217,000000,64.5,65.36,63.75,65.3573,446,0
STHH.US,D,20260218,000000,67.18,67.18,66.7837,66.7837,232,0
STHH.US,D,20260219,000000,66.36,66.36,65.62,65.8585,435,0
STHH.US,D,20260220,000000,66.4,66.65,66.4,66.4863,378,0
STHH.US,D,20260224,000000,68.64,68.64,67.4445,67.4445,114,0
STHH.US,D,20260225,000000,66.88,68.1474,66.88,68.1474,149,0
STHH.US,D,20260226,000000,67.47,67.8027,67.47,67.8027,103,0
STHH.US,D,20260227,000000,66.4614,66.4614,66.2628,66.2628,303,0
STHH.US,D,20260302,000000,65.73,66.7736,65.73,66.7736,115,0
STHH.US,D,20260303,000000,62.95,63.5984,62.95,63.5984,186,0
STHH.US,D,20260304,000000,65.18,66.7867,65.18,66.7867,673,0
STHH.US,D,20260305,000000,67.45,67.45,66.3999,66.9335,758,0
STHH.US,D,20260306,000000,63.9,63.9,63.1463,63.1463,242,0
STHH.US,D,20260309,000000,63.02,67.2409,62.39,67.2409,562,0
STHH.US,D,20260310,000000,67.52,68.4498,67.2545,67.2545,590,0
STHH.US,D,20260311,000000,68.45,68.5031,67.67,68.5031,414,0
STHH.US,D,20260312,000000,67.9,68.08,67.1728,67.1728,293,0
STHH.US,D,20260313,000000,68.3,68.3,66.9648,66.9648,216,0
STHH.US,D,20260316,000000,68.1101,68.27,67.294,67.294,497,0
STHH.US,D,20260317,000000,68.28,68.43,67.7162,67.7162,286,0
STHH.US,D,20260318,000000,67.59,67.62,66.9216,66.9216,273,0
STHH.US,D,20260319,000000,63.37,64.7477,63.37,64.7477,303,0
STHH.US,D,20260320,000000,64.79,64.79,61.8394,61.8394,257,0
STHH.US,D,20260323,000000,63.84,64,63.2308,63.2308,231,0
STHH.US,D,20260324,000000,62.53,64.23,62.53,63.9131,1036,0
STHH.US,D,20260325,000000,66.92,66.9264,66.87,66.9264,447,0
STHH.US,D,20260326,000000,66.93,68.095,66.25,66.25,1530,0
STHH.US,D,20260327,000000,65.46,66.21,65.46,65.5181,220,0
STHH.US,D,20260330,000000,66.87,66.87,63.5842,63.5842,502,0
STHH.US,D,20260331,000000,65.38,69.2323,65.38,69.2323,251,0
STHH.US,D,20260401,000000,69.59,69.59,68.925,69.14,1290,0
STHH.US,D,20260402,000000,66.3,69.0874,66.3,69.0874,782,0
STHH.US,D,20260406,000000,72.15,72.52,71.1863,71.1863,347,0
STHH.US,D,20260407,000000,71.52,71.52,71.2902,71.2902,252,0
STHH.US,D,20260409,000000,76.03,77.5079,75.81,77.5079,708,0
STHH.US,D,20260410,000000,78.5,78.5,78.0406,78.0406,1297,0
STHH.US,D,20260413,000000,78.585,79.4148,78.3199,79.4148,1084,0
STHH.US,D,20260414,000000,79.45,80.93,79.45,80.316,2694,0
STHH.US,D,20260415,000000,79.94,79.94,79.02,79.8888,1141,0
STHH.US,D,20260416,000000,80.23,81.8704,80.15,81.8704,549,0
STHH.US,D,20260417,000000,85.02,87.05,84.41,86.9859,3110,0
STHH.US,D,20260420,000000,86.73,87.49,86.73,87.3117,421,0
STHH.US,D,20260422,000000,87.08,88.6647,87.08,88.6647,400,0
STHH.US,D,20260423,000000,97.56,100.33,97.56,98.33,7893,0
STHH.US,D,20260424,000000,100.63,100.86,98.55,99.5051,6384,0
STHH.US,D,20260427,000000,98.85,99.74,98.85,99.74,1967,0
STHH.US,D,20260428,000000,98.01,98.57,97.5,98.3402,3900,0
STHH.US,D,20260429,000000,102.22,104.47,102.0902,104.1435,6061,0
STHH.US,D,20260430,000000,104.6,108.7,104.6,108.67,6921,0
STHH.US,D,20260501,000000,108.94,110.5,108.94,109.82,2135,0
STHH.US,D,20260504,000000,108.99,108.99,108.77,108.8317,1135,0
STHH.US,D,20260505,000000,110.165,113.305,110.165,112.891,1234,0
STHH.US,D,20260506,000000,112.12,113.8759,111.5082,113.8759,1773,0
STHH.US,D,20260507,000000,113.34,113.34,110.2072,110.2072,1325,0
STHH.US,D,20260508,000000,114.18,115.78,114.18,115.6911,1459,0
STHH.US,D,20260511,000000,115.72,117.787,115.72,117.787,1870,0
STHH.US,D,20260512,000000,114.8601,114.8601,110.2599,111.96,1983,0
STHH.US,D,20260513,000000,120.75,124.8984,119.79,124.8984,1379,0
STHH.US,D,20260514,000000,124.93,128.02,124.9299,127.5383,4081,0
STHH.US,D,20260515,000000,120.01,123.13,119.65,122.0256,4727,0
STHH.US,D,20260518,000000,124.93,124.95,119.82,120.7613,4475,0
STHH.US,D,20260519,000000,120.85,123.72,119.85,121.9419,2867,0
STHH.US,D,20260520,000000,126.72,129.043,126.35,128.659,5522,0
STHH.US,D,20260521,000000,128.2,130.118,127.52,130.118,1345,0
STHH.US,D,20260522,000000,131.85,134.36,131.85,132.74,4000,0
STHH.US,D,20260526,000000,138.29,140.31,138,140.12,3335,0
STHH.US,D,20260527,000000,133,134.7701,132.3,134.3046,5359,0
